"","X","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"1107",1107,8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,6
"1108",1108,9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,7
"1109",1109,8.1,0.78,0.1,3.3,0.09,4,13,0.99855,3.36,0.49,9.5,5
"1110",1110,10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,6
"1111",1111,8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,6
"1112",1112,5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,7
"1113",1113,7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6
"1114",1114,8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,6
"1116",1116,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
"1117",1117,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
"1118",1118,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
"1119",1119,7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,6
"1121",1121,7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,8
"1122",1122,6.6,0.5,0,1.8,0.062,21,28,0.99352,3.44,0.55,12.3,6
"1123",1123,6.3,0.47,0,1.4,0.055,27,33,0.9922,3.45,0.48,12.3,6
"1124",1124,10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,6
"1125",1125,6.5,0.58,0,2.2,0.096,3,13,0.99557,3.62,0.62,11.5,4
"1126",1126,8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,7
"1127",1127,5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,6
"1128",1128,6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,6
"1129",1129,10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,5
"1130",1130,10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5,6
"1131",1131,9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,6
"1132",1132,5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5
"1133",1133,7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,7
"1134",1134,7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,7
"1135",1135,8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,7
"1136",1136,8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9,6
"1137",1137,10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6
"1138",1138,10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6
"1141",1141,7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,6
"1142",1142,8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,6
"1143",1143,6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,6
"1144",1144,7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6
"1145",1145,7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,5
"1146",1146,8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,6
"1147",1147,7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,6
"1148",1148,10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,7
"1149",1149,7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6
"1150",1150,10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,6
"1151",1151,8.2,0.33,0.32,2.8,0.067,4,12,0.99473,3.3,0.76,12.8,7
"1153",1153,8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5
"1155",1155,6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,6
"1156",1156,8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5
"1158",1158,5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,7
"1159",1159,6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,6
"1160",1160,10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8,5
"1161",1161,10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,7
"1162",1162,8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,6
"1163",1163,8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7
"1165",1165,9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5
"1166",1166,8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4,5
"1167",1167,9.9,0.54,0.26,2,0.111,7,60,0.99709,2.94,0.98,10.2,5
"1168",1168,8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,7
"1169",1169,6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,6
"1170",1170,7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,6
"1171",1171,9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,6
"1172",1172,7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,6
"1173",1173,9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,6
"1174",1174,7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6
"1175",1175,7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6
"1176",1176,6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,6
"1178",1178,7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,7
"1179",1179,5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,5
"1180",1180,8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6
"1185",1185,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5
"1186",1186,7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6
"1188",1188,7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6
"1189",1189,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5
"1190",1190,8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,4
"1191",1191,9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,6
"1192",1192,6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5
"1193",1193,7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,7
"1194",1194,6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5
"1195",1195,7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,6
"1196",1196,6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,6
"1197",1197,7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6
"1198",1198,7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6
"1199",1199,7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,6
"1200",1200,7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6
"1203",1203,8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,8
"1204",1204,9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,5
"1205",1205,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
"1206",1206,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
"1207",1207,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
"1208",1208,9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,5
"1209",1209,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
"1211",1211,6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6
"1212",1212,6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3,5
"1213",1213,6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6
"1214",1214,9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,6
"1215",1215,10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,6
"1216",1216,8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3,6
"1217",1217,7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,6
"1218",1218,8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,6
"1219",1219,8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,6
"1222",1222,10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6
"1223",1223,8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6,6
"1224",1224,10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12,6
"1225",1225,12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,6
"1226",1226,9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,5
"1228",1228,9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,5
"1229",1229,5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,7
"1230",1230,7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5
"1231",1231,7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,6
"1233",1233,7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5
"1234",1234,10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,4
"1235",1235,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6
"1236",1236,6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,4
"1237",1237,7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,6
"1238",1238,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6
"1239",1239,8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,4
"1241",1241,7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,5
"1242",1242,9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,5
"1244",1244,8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,5
"1245",1245,5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,6
"1247",1247,7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,5
"1248",1248,7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,5
"1249",1249,6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1,6
"1250",1250,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6
"1251",1251,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6
"1254",1254,7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,5
"1255",1255,7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,5
"1256",1256,6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,5
"1257",1257,7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,5
"1258",1258,7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,6
"1259",1259,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6
"1260",1260,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6
"1261",1261,8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,5
"1262",1262,6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,4
"1263",1263,9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,5
"1264",1264,8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,4
"1268",1268,10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,6
"1269",1269,6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,6
"1270",1270,5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,8
"1271",1271,5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,6
"1272",1272,7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,6
"1273",1273,5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,5
"1274",1274,7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,5
"1275",1275,7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,6
"1276",1276,8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6
"1278",1278,7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,6
"1279",1279,8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6
"1280",1280,9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,7
"1281",1281,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6
"1282",1282,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6
"1283",1283,7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,6
"1284",1284,8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,6
"1285",1285,7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,5
"1286",1286,11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5,5
"1287",1287,7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,6
"1288",1288,8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13,5
"1289",1289,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5
"1291",1291,7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,5
"1292",1292,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6
"1294",1294,7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7,4
"1295",1295,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6
"1297",1297,6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5
"1298",1298,7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,6
"1299",1299,5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,6
"1300",1300,7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
"1301",1301,5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,6
"1302",1302,6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,6
"1303",1303,9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,6
"1304",1304,8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,5
"1305",1305,7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,5
"1306",1306,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5
"1307",1307,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5
"1309",1309,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5
"1311",1311,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5
"1312",1312,6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,6
"1313",1313,8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,5
"1314",1314,7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,6
"1315",1315,7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,6
"1316",1316,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6
"1317",1317,5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6
"1319",1319,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6
"1320",1320,9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,6
"1321",1321,9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,5
"1323",1323,9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,5
"1324",1324,9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,7
"1326",1326,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6
"1327",1327,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6
"1328",1328,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6
"1329",1329,6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,5
"1330",1330,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6
"1331",1331,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6
"1333",1333,8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,6
"1334",1334,9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,5
"1336",1336,6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,6
"1337",1337,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5
"1338",1338,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5
"1341",1341,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6
"1342",1342,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6
"1344",1344,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6
"1345",1345,11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,5
"1346",1346,8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,6
"1348",1348,7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5
"1350",1350,6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,5
"1351",1351,9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,5
"1353",1353,7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5
"1354",1354,7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5
"1357",1357,6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1,5
"1359",1359,7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,5
"1360",1360,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,6
"1361",1361,9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,5
"1363",1363,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,6
"1364",1364,8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8,4
"1365",1365,7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,6
"1366",1366,7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5,5
"1367",1367,7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,5
"1368",1368,6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,6
"1369",1369,8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,6
"1370",1370,6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,4
"1372",1372,7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,6
"1373",1373,8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5
"1374",1374,7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,5
"1375",1375,6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3
"1376",1376,7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,5
"1377",1377,8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,5
"1380",1380,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6
"1381",1381,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6
"1382",1382,6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,5
"1383",1383,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5
"1384",1384,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5
"1385",1385,7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,5
"1386",1386,8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,5
"1390",1390,6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,5
"1391",1391,6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,6
"1392",1392,8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,5
"1393",1393,7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,5
"1394",1394,8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,5
"1395",1395,6.4,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2,5
"1396",1396,8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,6
"1397",1397,8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,5
"1398",1398,7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,5
"1399",1399,7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,7
"1400",1400,7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,6
"1401",1401,7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,5
"1403",1403,7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,6
"1404",1404,7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,8
"1405",1405,8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,6
"1406",1406,7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,7
"1407",1407,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6
"1408",1408,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6
"1409",1409,8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,7
"1410",1410,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6
"1412",1412,6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,6
"1413",1413,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6
"1414",1414,9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,5
"1415",1415,10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5
"1417",1417,10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5
"1418",1418,7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,7
"1419",1419,7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5
"1420",1420,7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,5
"1422",1422,7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,5
"1423",1423,7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,6
"1424",1424,6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,4
"1425",1425,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6
"1426",1426,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6
"1428",1428,7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,5
"1429",1429,7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,5
"1430",1430,7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,5
"1431",1431,7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,5
"1432",1432,7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,6
"1433",1433,5.9,0.44,0,1.6,0.042,3,11,0.9944,3.48,0.85,11.7,6
"1434",1434,6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,7
"1435",1435,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6
"1436",1436,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6
"1437",1437,10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,5
"1438",1438,6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,5
"1441",1441,7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7
"1444",1444,6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,5
"1445",1445,7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,6
"1446",1446,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,6
"1447",1447,6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,5
"1448",1448,6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,5
"1449",1449,6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,5
"1450",1450,7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3,8
"1451",1451,7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7
"1452",1452,7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,7
"1453",1453,6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,7
"1455",1455,11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,6
"1456",1456,6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,6
